AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
State,Alabama,All,2019-20,40,5,0,48,955,98.3%
State,Alabama,All,2019-20,41,3.8,0,36,940,96.8%
State,Alabama,All,2019-20,42,4.5,0,45,"1,011",> 100%
State,Alabama,All,2019-20,43,4.4,2,42,"1,000",> 100%
State,Alabama,All,2019-20,44,5.7,2,53,962,99%
State,Alabama,All,2019-20,45,4.9,0,52,"1,054",> 100%
State,Alabama,All,2019-20,46,6.1,0,67,"1,099",> 100%
State,Alabama,All,2019-20,47,4.3,3,43,"1,061",> 100%
State,Alabama,All,2019-20,48,7.6,2,78,"1,049",> 100%
State,Alabama,All,2019-20,49,5.3,2,55,"1,072",> 100%
State,Alabama,All,2019-20,50,5.6,4,59,"1,117",> 100%
State,Alabama,All,2019-20,51,5.5,2,59,"1,115",> 100%
State,Alabama,All,2019-20,52,5.6,2,57,"1,059",> 100%
State,Alabama,All,2019-20,1,6.6,5,67,"1,090",> 100%
State,Alabama,All,2019-20,2,8,9,83,"1,143",> 100%
State,Alabama,All,2019-20,3,6.6,7,63,"1,068",> 100%
State,Alabama,All,2019-20,4,6.9,7,67,"1,071",> 100%
State,Alabama,All,2019-20,5,6.7,16,54,"1,047",> 100%
State,Alabama,All,2019-20,6,6.8,11,64,"1,107",> 100%
State,Alabama,All,2019-20,7,7.8,7,78,"1,087",> 100%
State,Alabama,All,2019-20,8,7.2,4,74,"1,084",> 100%
State,Alabama,All,2019-20,9,7.2,14,69,"1,155",> 100%
State,Alabama,All,2019-20,10,6.9,12,61,"1,054",> 100%
State,Alabama,All,2019-20,11,5.8,6,54,"1,041",> 100%
State,Alabama,All,2019-20,12,7.8,7,73,"1,029",> 100%
State,Alabama,All,2019-20,13,7.6,8,68,996,> 100%
State,Alabama,All,2019-20,14,6.4,3,65,"1,061",> 100%
State,Alabama,All,2019-20,15,8,3,73,948,97.6%
State,Alabama,All,2019-20,16,8.3,0,62,743,76.5%
State,Alabama,All,2019-20,17,4.8,0,15,311,32%
State,Alaska,All,2019-20,40,6.4,0,6,94,> 100%
State,Alaska,All,2019-20,41,7.4,0,7,94,> 100%
State,Alaska,All,2019-20,42,3.2,0,3,95,> 100%
State,Alaska,All,2019-20,43,5.7,0,4,70,86.1%
State,Alaska,All,2019-20,44,5.8,0,5,86,> 100%
State,Alaska,All,2019-20,45,7.1,0,7,98,> 100%
State,Alaska,All,2019-20,46,1.1,0,1,91,> 100%
State,Alaska,All,2019-20,47,4.3,0,4,94,> 100%
State,Alaska,All,2019-20,48,4.7,0,5,107,> 100%
State,Alaska,All,2019-20,49,6.9,1,6,102,> 100%
State,Alaska,All,2019-20,50,3.1,0,3,97,> 100%
State,Alaska,All,2019-20,51,3.6,1,2,84,> 100%
State,Alaska,All,2019-20,52,12.3,1,12,106,> 100%
State,Alaska,All,2019-20,1,5.5,1,4,91,> 100%
State,Alaska,All,2019-20,2,3.7,0,4,107,> 100%
State,Alaska,All,2019-20,3,4,0,4,100,> 100%
State,Alaska,All,2019-20,4,2,0,2,100,> 100%
State,Alaska,All,2019-20,5,4.5,1,3,89,> 100%
State,Alaska,All,2019-20,6,4.3,1,3,92,> 100%
State,Alaska,All,2019-20,7,0,0,0,91,> 100%
State,Alaska,All,2019-20,8,4.7,0,4,86,> 100%
State,Alaska,All,2019-20,9,7.2,1,5,83,> 100%
State,Alaska,All,2019-20,10,2.7,0,2,75,92.2%
State,Alaska,All,2019-20,11,8.3,0,7,84,> 100%
State,Alaska,All,2019-20,12,13.8,1,7,58,71.3%
State,Alaska,All,2019-20,13,12.2,1,8,74,91%
State,Alaska,All,2019-20,14,9.3,0,7,75,92.2%
State,Alaska,All,2019-20,15,2.1,0,1,47,57.8%
State,Alaska,All,2019-20,16,5.6,0,2,36,44.3%
State,Alaska,All,2019-20,17,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Arizona,All,2019-20,40,4.7,0,52,"1,110",> 100%
State,Arizona,All,2019-20,41,4.6,2,49,"1,114",> 100%
State,Arizona,All,2019-20,42,4.6,2,51,"1,140",> 100%
State,Arizona,All,2019-20,43,5.3,1,53,"1,012",97.7%
State,Arizona,All,2019-20,44,5.6,1,63,"1,133",> 100%
State,Arizona,All,2019-20,45,4.9,0,61,"1,245",> 100%
State,Arizona,All,2019-20,46,6.2,0,73,"1,176",> 100%
State,Arizona,All,2019-20,47,5.4,1,63,"1,191",> 100%
State,Arizona,All,2019-20,48,5.1,2,55,"1,113",> 100%
State,Arizona,All,2019-20,49,5,5,55,"1,192",> 100%
State,Arizona,All,2019-20,50,7.4,3,83,"1,164",> 100%
State,Arizona,All,2019-20,51,5.6,3,62,"1,151",> 100%
State,Arizona,All,2019-20,52,5,0,60,"1,204",> 100%
State,Arizona,All,2019-20,1,6.8,4,82,"1,274",> 100%
State,Arizona,All,2019-20,2,7,8,86,"1,349",> 100%
State,Arizona,All,2019-20,3,5.6,7,63,"1,256",> 100%
State,Arizona,All,2019-20,4,8.2,11,90,"1,234",> 100%
State,Arizona,All,2019-20,5,6.7,12,71,"1,241",> 100%
State,Arizona,All,2019-20,6,7,9,77,"1,222",> 100%
State,Arizona,All,2019-20,7,7.9,14,86,"1,269",> 100%
State,Arizona,All,2019-20,8,6.8,10,76,"1,274",> 100%
State,Arizona,All,2019-20,9,6.7,13,74,"1,303",> 100%
State,Arizona,All,2019-20,10,6.1,13,68,"1,330",> 100%
State,Arizona,All,2019-20,11,6.9,10,77,"1,269",> 100%
State,Arizona,All,2019-20,12,8.3,7,95,"1,230",> 100%
State,Arizona,All,2019-20,13,9.3,3,113,"1,250",> 100%
State,Arizona,All,2019-20,14,9.4,4,116,"1,280",> 100%
State,Arizona,All,2019-20,15,10.3,3,129,"1,276",> 100%
State,Arizona,All,2019-20,16,7.2,1,70,987,95.3%
State,Arizona,All,2019-20,17,5.9,0,28,477,46%
State,Arkansas,All,2019-20,40,4.5,0,26,579,96.6%
State,Arkansas,All,2019-20,41,4.8,0,29,603,> 100%
State,Arkansas,All,2019-20,42,5.6,0,35,624,> 100%
State,Arkansas,All,2019-20,43,6.4,2,39,640,> 100%
State,Arkansas,All,2019-20,44,4.8,0,29,607,> 100%
State,Arkansas,All,2019-20,45,6.9,0,43,621,> 100%
State,Arkansas,All,2019-20,46,6.4,1,42,676,> 100%
State,Arkansas,All,2019-20,47,4.9,0,32,647,> 100%
State,Arkansas,All,2019-20,48,5.1,0,34,666,> 100%
State,Arkansas,All,2019-20,49,6.6,0,41,623,> 100%
State,Arkansas,All,2019-20,50,5.2,2,33,669,> 100%
State,Arkansas,All,2019-20,51,6.9,2,41,623,> 100%
State,Arkansas,All,2019-20,52,7,4,46,717,> 100%
State,Arkansas,All,2019-20,1,9,6,57,697,> 100%
State,Arkansas,All,2019-20,2,8.4,4,54,694,> 100%
State,Arkansas,All,2019-20,3,7.1,6,41,659,> 100%
State,Arkansas,All,2019-20,4,7.1,4,40,619,> 100%
State,Arkansas,All,2019-20,5,9.6,8,58,686,> 100%
State,Arkansas,All,2019-20,6,8.4,9,48,682,> 100%
State,Arkansas,All,2019-20,7,5.7,4,36,699,> 100%
State,Arkansas,All,2019-20,8,8.4,10,48,691,> 100%
State,Arkansas,All,2019-20,9,6.1,6,34,661,> 100%
State,Arkansas,All,2019-20,10,7.2,8,42,690,> 100%
State,Arkansas,All,2019-20,11,6.5,3,37,613,> 100%
State,Arkansas,All,2019-20,12,9.9,11,51,624,> 100%
State,Arkansas,All,2019-20,13,7.6,5,42,622,> 100%
State,Arkansas,All,2019-20,14,8,0,46,574,95.8%
State,Arkansas,All,2019-20,15,8.4,2,45,557,92.9%
State,Arkansas,All,2019-20,16,6.5,0,32,489,81.6%
State,Arkansas,All,2019-20,17,4.9,0,13,267,44.6%
State,California,All,2019-20,40,5.4,1,265,"4,958",> 100%
State,California,All,2019-20,41,6.3,0,307,"4,893",99.5%
State,California,All,2019-20,42,5.8,2,291,"5,046",> 100%
State,California,All,2019-20,43,6.2,2,313,"5,073",> 100%
State,California,All,2019-20,44,6.3,3,321,"5,104",> 100%
State,California,All,2019-20,45,6.5,5,338,"5,274",> 100%
State,California,All,2019-20,46,5.9,2,296,"5,092",> 100%
State,California,All,2019-20,47,6.2,3,313,"5,131",> 100%
State,California,All,2019-20,48,5.9,9,293,"5,162",> 100%
State,California,All,2019-20,49,7,14,370,"5,483",> 100%
State,California,All,2019-20,50,6.8,11,353,"5,339",> 100%
State,California,All,2019-20,51,6.9,13,355,"5,369",> 100%
State,California,All,2019-20,52,6.9,23,359,"5,523",> 100%
State,California,All,2019-20,1,8.6,42,461,"5,857",> 100%
State,California,All,2019-20,2,8,50,416,"5,831",> 100%
State,California,All,2019-20,3,9.7,65,496,"5,777",> 100%
State,California,All,2019-20,4,8.7,69,436,"5,787",> 100%
State,California,All,2019-20,5,8.5,58,421,"5,649",> 100%
State,California,All,2019-20,6,8.7,67,442,"5,869",> 100%
State,California,All,2019-20,7,8.9,73,421,"5,539",> 100%
State,California,All,2019-20,8,9.1,70,452,"5,742",> 100%
State,California,All,2019-20,9,8.8,70,422,"5,621",> 100%
State,California,All,2019-20,10,9.2,54,466,"5,649",> 100%
State,California,All,2019-20,11,8.8,52,420,"5,374",> 100%
State,California,All,2019-20,12,9.1,43,465,"5,555",> 100%
State,California,All,2019-20,13,10.5,26,557,"5,541",> 100%
State,California,All,2019-20,14,10.8,24,598,"5,755",> 100%
State,California,All,2019-20,15,10.4,4,574,"5,549",> 100%
State,California,All,2019-20,16,10.8,5,517,"4,820",98.1%
State,California,All,2019-20,17,7.9,1,189,"2,412",49.1%
State,Colorado,All,2019-20,40,3.9,0,28,715,> 100%
State,Colorado,All,2019-20,41,3.1,0,23,750,> 100%
State,Colorado,All,2019-20,42,5,0,40,797,> 100%
State,Colorado,All,2019-20,43,5,1,38,782,> 100%
State,Colorado,All,2019-20,44,4.3,3,29,744,> 100%
State,Colorado,All,2019-20,45,6.1,0,47,775,> 100%
State,Colorado,All,2019-20,46,3.5,1,26,777,> 100%
State,Colorado,All,2019-20,47,2.9,2,20,752,> 100%
State,Colorado,All,2019-20,48,5.7,0,41,721,> 100%
State,Colorado,All,2019-20,49,3.8,0,28,734,> 100%
State,Colorado,All,2019-20,50,4.7,1,36,782,> 100%
State,Colorado,All,2019-20,51,6.4,6,45,795,> 100%
State,Colorado,All,2019-20,52,3.5,1,28,839,> 100%
State,Colorado,All,2019-20,1,6.2,5,47,837,> 100%
State,Colorado,All,2019-20,2,6.8,7,51,854,> 100%
State,Colorado,All,2019-20,3,7.9,9,57,833,> 100%
State,Colorado,All,2019-20,4,8.4,21,50,842,> 100%
State,Colorado,All,2019-20,5,6.3,6,43,784,> 100%
State,Colorado,All,2019-20,6,7.1,11,48,830,> 100%
State,Colorado,All,2019-20,7,6.9,7,48,797,> 100%
State,Colorado,All,2019-20,8,5.5,3,45,868,> 100%
State,Colorado,All,2019-20,9,8.7,16,56,829,> 100%
State,Colorado,All,2019-20,10,7,8,48,805,> 100%
State,Colorado,All,2019-20,11,5.6,9,36,798,> 100%
State,Colorado,All,2019-20,12,9,11,67,865,> 100%
State,Colorado,All,2019-20,13,10.7,7,83,842,> 100%
State,Colorado,All,2019-20,14,15.7,8,136,917,> 100%
State,Colorado,All,2019-20,15,17.3,3,174,"1,021",> 100%
State,Colorado,All,2019-20,16,13.7,0,121,886,> 100%
State,Colorado,All,2019-20,17,6.5,1,23,372,53.7%
State,Connecticut,All,2019-20,40,3.1,0,18,573,98.6%
State,Connecticut,All,2019-20,41,6.6,0,37,558,96%
State,Connecticut,All,2019-20,42,5.1,0,30,592,> 100%
State,Connecticut,All,2019-20,43,6.1,0,34,554,95.3%
State,Connecticut,All,2019-20,44,4.5,1,26,601,> 100%
State,Connecticut,All,2019-20,45,5.5,2,31,600,> 100%
State,Connecticut,All,2019-20,46,5.6,0,35,627,> 100%
State,Connecticut,All,2019-20,47,6.7,0,43,646,> 100%
State,Connecticut,All,2019-20,48,4.7,1,29,644,> 100%
State,Connecticut,All,2019-20,49,5.4,1,27,519,89.3%
State,Connecticut,All,2019-20,50,5.8,0,29,501,86.2%
State,Connecticut,All,2019-20,51,5.8,1,28,502,86.4%
State,Connecticut,All,2019-20,52,6.4,2,31,516,88.8%
State,Connecticut,All,2019-20,1,5.5,0,27,490,84.3%
State,Connecticut,All,2019-20,2,8.1,5,35,494,85%
State,Connecticut,All,2019-20,3,6.2,3,29,520,89.5%
State,Connecticut,All,2019-20,4,5.7,7,23,523,90%
State,Connecticut,All,2019-20,5,8.4,9,32,489,84.2%
State,Connecticut,All,2019-20,6,9.8,1,20,214,36.8%
State,Connecticut,All,2019-20,7,8.3,2,15,206,35.5%
State,Connecticut,All,2019-20,8,4.7,2,7,193,33.2%
State,Connecticut,All,2019-20,9,11.9,4,19,194,33.4%
State,Connecticut,All,2019-20,10,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,11,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,12,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,13,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,14,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,15,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,16,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,17,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Delaware,All,2019-20,40,3.9,0,7,179,> 100%
State,Delaware,All,2019-20,41,6.5,0,11,169,> 100%
State,Delaware,All,2019-20,42,5.4,0,9,168,> 100%
State,Delaware,All,2019-20,43,2.3,0,4,171,> 100%
State,Delaware,All,2019-20,44,6.3,0,10,158,96.3%
State,Delaware,All,2019-20,45,5.1,0,9,176,> 100%
State,Delaware,All,2019-20,46,4.8,0,8,166,> 100%
State,Delaware,All,2019-20,47,4.1,0,7,169,> 100%
State,Delaware,All,2019-20,48,4.6,0,8,175,> 100%
State,Delaware,All,2019-20,49,6.5,0,13,199,> 100%
State,Delaware,All,2019-20,50,3,0,6,203,> 100%
State,Delaware,All,2019-20,51,5.1,0,9,177,> 100%
State,Delaware,All,2019-20,52,5.2,0,10,191,> 100%
State,Delaware,All,2019-20,1,3.4,0,7,205,> 100%
State,Delaware,All,2019-20,2,4.3,0,8,184,> 100%
State,Delaware,All,2019-20,3,6.1,3,8,179,> 100%
State,Delaware,All,2019-20,4,5.7,3,8,194,> 100%
State,Delaware,All,2019-20,5,7.9,0,15,191,> 100%
State,Delaware,All,2019-20,6,3.7,3,4,191,> 100%
State,Delaware,All,2019-20,7,3.4,0,7,206,> 100%
State,Delaware,All,2019-20,8,6.5,1,11,184,> 100%
State,Delaware,All,2019-20,9,5.8,1,8,155,94.5%
State,Delaware,All,2019-20,10,7.7,2,13,195,> 100%
State,Delaware,All,2019-20,11,4.6,1,7,174,> 100%
State,Delaware,All,2019-20,12,7.4,2,12,190,> 100%
State,Delaware,All,2019-20,13,8.4,1,12,155,94.5%
State,Delaware,All,2019-20,14,8,0,13,162,98.8%
State,Delaware,All,2019-20,15,9.2,0,14,152,92.7%
State,Delaware,All,2019-20,16,9.4,0,11,117,71.3%
State,Delaware,All,2019-20,17,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,District of Columbia,All,2019-20,40,4.9,0,4,82,88.1%
State,District of Columbia,All,2019-20,41,5.8,0,6,104,> 100%
State,District of Columbia,All,2019-20,42,3.7,0,4,107,> 100%
State,District of Columbia,All,2019-20,43,5.4,0,6,111,> 100%
State,District of Columbia,All,2019-20,44,9.9,0,11,111,> 100%
State,District of Columbia,All,2019-20,45,5.6,0,6,108,> 100%
State,District of Columbia,All,2019-20,46,6,0,5,84,90.2%
State,District of Columbia,All,2019-20,47,3.4,0,3,87,93.4%
State,District of Columbia,All,2019-20,48,5.4,0,6,112,> 100%
State,District of Columbia,All,2019-20,49,5,0,5,101,> 100%
State,District of Columbia,All,2019-20,50,3.9,0,4,102,> 100%
State,District of Columbia,All,2019-20,51,5.5,0,5,91,97.7%
State,District of Columbia,All,2019-20,52,7.1,1,8,127,> 100%
State,District of Columbia,All,2019-20,1,8.5,1,7,94,> 100%
State,District of Columbia,All,2019-20,2,4.1,0,4,98,> 100%
State,District of Columbia,All,2019-20,3,9,2,7,100,> 100%
State,District of Columbia,All,2019-20,4,8.9,0,9,101,> 100%
State,District of Columbia,All,2019-20,5,9.2,0,11,120,> 100%
State,District of Columbia,All,2019-20,6,7.3,0,8,110,> 100%
State,District of Columbia,All,2019-20,7,8.9,0,9,101,> 100%
State,District of Columbia,All,2019-20,8,7.4,1,6,95,> 100%
State,District of Columbia,All,2019-20,9,5.1,0,6,118,> 100%
State,District of Columbia,All,2019-20,10,11.1,0,10,90,96.7%
State,District of Columbia,All,2019-20,11,5,1,3,80,85.9%
State,District of Columbia,All,2019-20,12,10.6,1,9,94,> 100%
State,District of Columbia,All,2019-20,13,11.5,1,10,96,> 100%
State,District of Columbia,All,2019-20,14,19.8,0,21,106,> 100%
State,District of Columbia,All,2019-20,15,20.5,0,26,127,> 100%
State,District of Columbia,All,2019-20,16,21.8,0,19,87,93.4%
State,District of Columbia,All,2019-20,17,0,0,0,28,30.1%
State,Florida,All,2019-20,40,4.8,0,184,"3,838",> 100%
State,Florida,All,2019-20,41,4.6,0,179,"3,868",> 100%
State,Florida,All,2019-20,42,5.2,3,193,"3,784",> 100%
State,Florida,All,2019-20,43,5.8,3,214,"3,722",> 100%
State,Florida,All,2019-20,44,5.9,6,224,"3,876",> 100%
State,Florida,All,2019-20,45,6,4,235,"3,962",> 100%
State,Florida,All,2019-20,46,5.1,10,197,"4,034",> 100%
State,Florida,All,2019-20,47,5.1,3,200,"3,983",> 100%
State,Florida,All,2019-20,48,5.2,7,200,"4,016",> 100%
State,Florida,All,2019-20,49,5.9,6,242,"4,182",> 100%
State,Florida,All,2019-20,50,5.5,6,229,"4,240",> 100%
State,Florida,All,2019-20,51,5.7,10,221,"4,077",> 100%
State,Florida,All,2019-20,52,6.4,12,260,"4,250",> 100%
State,Florida,All,2019-20,1,6.5,29,245,"4,238",> 100%
State,Florida,All,2019-20,2,6.7,27,260,"4,305",> 100%
State,Florida,All,2019-20,3,6.6,36,247,"4,269",> 100%
State,Florida,All,2019-20,4,6.3,35,235,"4,256",> 100%
State,Florida,All,2019-20,5,6.2,34,233,"4,292",> 100%
State,Florida,All,2019-20,6,6.9,30,260,"4,231",> 100%
State,Florida,All,2019-20,7,6.7,25,258,"4,213",> 100%
State,Florida,All,2019-20,8,6.8,31,258,"4,246",> 100%
State,Florida,All,2019-20,9,6.7,30,251,"4,222",> 100%
State,Florida,All,2019-20,10,6.4,26,254,"4,362",> 100%
State,Florida,All,2019-20,11,7.3,23,287,"4,239",> 100%
State,Florida,All,2019-20,12,8.6,20,343,"4,198",> 100%
State,Florida,All,2019-20,13,8.4,16,344,"4,279",> 100%
State,Florida,All,2019-20,14,10.5,17,433,"4,286",> 100%
State,Florida,All,2019-20,15,9.4,9,385,"4,212",> 100%
State,Florida,All,2019-20,16,8.6,2,303,"3,548",96.7%
State,Florida,All,2019-20,17,6.3,1,128,"2,054",56%
State,Georgia,All,2019-20,40,3.8,0,61,"1,592",> 100%
State,Georgia,All,2019-20,41,4.3,2,66,"1,568",> 100%
State,Georgia,All,2019-20,42,4.3,0,67,"1,568",> 100%
State,Georgia,All,2019-20,43,3.7,2,58,"1,606",> 100%
State,Georgia,All,2019-20,44,3.5,0,58,"1,643",> 100%
State,Georgia,All,2019-20,45,4.7,0,78,"1,669",> 100%
State,Georgia,All,2019-20,46,4.7,0,78,"1,656",> 100%
State,Georgia,All,2019-20,47,4.2,1,75,"1,789",> 100%
State,Georgia,All,2019-20,48,4.5,4,73,"1,700",> 100%
State,Georgia,All,2019-20,49,4.3,3,68,"1,665",> 100%
State,Georgia,All,2019-20,50,5.1,9,78,"1,692",> 100%
State,Georgia,All,2019-20,51,4.7,5,76,"1,722",> 100%
State,Georgia,All,2019-20,52,5.8,13,88,"1,740",> 100%
State,Georgia,All,2019-20,1,7.4,22,111,"1,796",> 100%
State,Georgia,All,2019-20,2,6.9,26,97,"1,773",> 100%
State,Georgia,All,2019-20,3,6.7,21,94,"1,704",> 100%
State,Georgia,All,2019-20,4,7.2,20,108,"1,775",> 100%
State,Georgia,All,2019-20,5,5.5,6,91,"1,756",> 100%
State,Georgia,All,2019-20,6,6.2,9,99,"1,732",> 100%
State,Georgia,All,2019-20,7,6,15,87,"1,690",> 100%
State,Georgia,All,2019-20,8,5.9,20,78,"1,660",> 100%
State,Georgia,All,2019-20,9,5.1,9,81,"1,761",> 100%
State,Georgia,All,2019-20,10,5.2,10,74,"1,629",> 100%
State,Georgia,All,2019-20,11,5.8,5,90,"1,644",> 100%
State,Georgia,All,2019-20,12,7.6,7,114,"1,598",> 100%
State,Georgia,All,2019-20,13,8.4,7,130,"1,630",> 100%
State,Georgia,All,2019-20,14,11,4,177,"1,647",> 100%
State,Georgia,All,2019-20,15,11,2,157,"1,452",95.7%
State,Georgia,All,2019-20,16,8,1,83,"1,048",69.1%
State,Georgia,All,2019-20,17,5.5,0,25,455,30%
State,Hawaii,All,2019-20,40,6.9,0,15,218,> 100%
State,Hawaii,All,2019-20,41,4.6,0,9,194,92.8%
State,Hawaii,All,2019-20,42,8.4,0,19,226,> 100%
State,Hawaii,All,2019-20,43,5.1,0,10,196,93.8%
State,Hawaii,All,2019-20,44,6.9,0,14,203,97.1%
State,Hawaii,All,2019-20,45,5.6,0,12,214,> 100%
State,Hawaii,All,2019-20,46,5.5,0,11,200,95.7%
State,Hawaii,All,2019-20,47,4.9,0,10,205,98.1%
State,Hawaii,All,2019-20,48,6.2,0,13,209,100%
State,Hawaii,All,2019-20,49,8.5,1,17,212,> 100%
State,Hawaii,All,2019-20,50,6.9,0,15,217,> 100%
State,Hawaii,All,2019-20,51,6.5,0,15,231,> 100%
State,Hawaii,All,2019-20,52,6.3,2,13,239,> 100%
State,Hawaii,All,2019-20,1,11.7,2,26,239,> 100%
State,Hawaii,All,2019-20,2,7.2,1,16,237,> 100%
State,Hawaii,All,2019-20,3,10.1,1,20,208,99.5%
State,Hawaii,All,2019-20,4,5.2,2,10,233,> 100%
State,Hawaii,All,2019-20,5,7.4,0,18,243,> 100%
State,Hawaii,All,2019-20,6,7.7,0,18,235,> 100%
